Continuons	VER:pres	continuer
circulation	NOM	circulation
depuis	PRP	depuis
Delanoë	NAM	Delanoë
et	KON	et
couloirs	NOM	couloir
de	PRP	de
bus	NOM	bus
et	KON	et
là	ADV	là
on	PRO:PER	on
suffoque...#Paris20	NOM	suffoque...#Paris20
#voiessurberges	VER:pres	#voiessurberges
https://t.co/Z6ISPctP26	ADJ	https://t.co/Z6ISPctP26
@LinoBacco	NOM	@LinoBacco
j	ADJ	j
ai	VER:pres	avoir
pris	VER:pper	prendre
le	DET:ART	le
RER	ABR	RER
B	NAM	B
et	KON	et
j	NOM	j
ai	VER:pres	avoir
été	VER:pper	être
fouillé	VER:pper	fouiller
2	NUM	@card@
fois	NOM	foi|fois
avant	PRP	avant
d'	PRP	de
arriver	VER:infi	arriver
au	PRP:det	au
tourniquet.	ABR	tourniquet.
Sinon	NAM	Sinon
j'	PRO:PER	je
etait	VER:impf	etait
juste	ADJ	juste
a	VER:pres	avoir
côte	NOM	côte
de	PRP	de
vous.	ABR	vous.
Bien	NAM	Bien
Dommage.	ABR	Dommage.
putain	NOM	putain
louper	VER:infi	louper
le	DET:ART	le
bus	NOM	bus
donc	ADV	donc
faire	VER:infi	faire
du	PRP:det	du
stop	NOM	stop
pour	KON	pour
au	PRP:det	au
final	ADJ	final
louper	VER:infi	louper
aussi	ADV	aussi
le	DET:ART	le
train	NOM	train
c	VER:futu	c
une	DET:ART	un
blague	NOM	blague
RT	VER:futu	RT
@MOU_UCH	NOM	@MOU_UCH
:	PUN	:
Si	KON	si
quelqu'	PRO:IND	quelque
un	DET:ART	un
recherche	NOM	recherche
un	DET:ART	un
bus	NOM	bus
pas	ADV	pas
cher	ADV	cher
pas	ADV	pas
cher	ADV	cher
qui	PRO:REL	qui
n'	ADV	ne
a	VER:pres	avoir
jamais	ADV	jamais
servi..	VER:pper	servi..
J'	NAM	J'
ai	VER:pres	avoir
un	DET:ART	un
bon	ADJ	bon
plan.	VER:futu	plan.
Entre	NOM	Entre
les	DET:ART	le
grèves	NOM	grève
,	PUN	,
les	DET:ART	le
trains	NOM	train
annulés	VER:pper	annuler
,	PUN	,
et	KON	et
les	DET:ART	le
retards	NOM	retard
de	PRP	de
trains	NOM	train
franchement	ADV	franchement
la	DET:ART	le
SNCF	ABR	SNCF
j'	PRO:PER	je
en	PRO:PER	en
n'	ADV	ne
ai	VER:pres	avoir
marre.	VER:infi	marre.
😤😤😤	ADJ	😤😤😤
Recevoir	NOM	Recevoir
une	DET:ART	un
notification	NOM	notification
trafic	NOM	trafic
perturbé	VER:pper	perturber
de	PRP	de
la	DET:ART	le
ratp	NOM	ratp
de	PRP	de
bon	ADJ	bon
matin	NOM	matin
,	PUN	,
quoi	PRO	quoi
de	PRP	de
mieux	ADV	mieux
?	SENT	?
Je	PRO:PER	je
viens	VER:pres	venir
d'	PRP	de
apprendre	VER:infi	apprendre
que	KON	que
les	DET:ART	le
horaires	NOM	horaire
des	PRP:det	du
bus	NOM	bus
sont	VER:pres	être
différents	ADJ	différent
le	DET:ART	le
WE	NAM	WE
à	PRP	à
Villepinte.	NAM	Villepinte.
Je	PRO:PER	je
vais	VER:pres	aller
devoir	VER:infi	devoir
me	PRO:PER	me
lever	VER:infi	lever
encore	ADV	encore
plus	ADV	plus
tôt	ADV	tôt
,	PUN	,
erf...	ABR	erf...
MDR	NAM	MDR
la	DET:ART	le
SNCF	ABR	SNCF
on	PRO:PER	on
supprimé	VER:pper	supprimer
un	NUM	un
de	PRP	de
mes	DET:POS	mon
trains	NOM	train
,	PUN	,
la	DET:ART	le
meuf	NOM	meuf
commence	VER:pres	commencer
a	VER:pres	avoir
begayer	NOM	begayer
dans	PRP	dans
l'	DET:ART	le
annonce,"euuuh	ADJ	annonce,"euuuh
suite	NOM	suite
a	VER:pres	avoir
un	DET:ART	un
pb	NOM	pb
de	PRP	de
"trainage\\"\\"	NOM	"trainage\\"\\"
oe	VER:pres	oe
vs	NOM	vs
vs	NOM	vs
branlez	VER:pres	branler
Mdr	NAM	Mdr
heureusement	ADV	heureusement
ma	DET:POS	mon
mere	NOM	mere
elle	PRO:PER	elle
va	VER:pres	aller
me	PRO:PER	me
passer	VER:infi	passer
des	PRP:det	du
loves	VER:pres	lover
parce	KON	parce
que	KON	que
en	PRP	en
2	NUM	@card@
jours	NOM	jour
je	PRO:PER	je
tape	VER:pres	taper
15€	NOM	15€
de	PRP	de
bus	NOM	bus
un	DET:ART	un
mec	NOM	mec
dans	PRP	dans
mon	DET:POS	mon
bus	NOM	bus
de	PRP	de
voyage	NOM	voyage
il	PRO:PER	il
a	VER:pres	avoir
un	DET:ART	un
énorme	ADJ	énorme
bouquet	NOM	bouquet
de	PRP	de
fleurs	NOM	fleur
ça	PRO:DEM	cela
fait	NOM	fait
1h30	VER:futu	1h30
mon	DET:POS	mon
nez	NOM	nez
pique	VER:pres	piquer
jlui	VER:pper	jlui
dis	VER:pres	dire
jui	NOM	jui
allergique	ADJ	allergique
o	VER:simp	o
pollen	NOM	pollen
ou	KON	ou
pas	ADV	pas
@SNCF	NOM	@SNCF
pour	PRP	pour
mettre	VER:infi	mettre
des	PRP:det	du
amendes	NOM	amende
pour	KON	pour
des	PRP:det	du
trucs	NOM	truc
à	PRP	à
la	DET:ART	le
con	NOM	con
vous	PRO:PER	vous
êtes	VER:pres	être
trop	ADV	trop
fort	ADJ	fort
,	PUN	,
mais	KON	mais
pour	PRP	pour
être	VER:infi	être
à	PRP	à
l'	DET:ART	le
heure	NOM	heure
y'	ADJ	y'
a	VER:pres	avoir
plus	ADV	plus
personne	NOM	personne
!	SENT	!
avc	NOM	avc
mailys	NOM	mailys
qd	VER:subi	qd
c	VER:pper	c
pas	ADV	pas
le	DET:ART	le
bus	NOM	bus
qu'	PRO:REL	que
on	PRO:PER	on
se	PRO:PER	se
trompe	VER:pres	tromper
c	VER:pper	c
de	PRP	de
salle	NOM	salle
de	PRP	de
ciné	NOM	ciné
jss	ADJ	jss
ko	NOM	ko
La	DET:ART	le
filiale	NOM	filiale
de	PRP	de
la	DET:ART	le
SNCF	ABR	SNCF
#Ouibus	NOM	#Ouibus
qui	PRO:REL	qui
a	VER:pres	avoir
signé	VER:pper	signer
un	DET:ART	un
partenariat	NOM	partenariat
avec	PRP	avec
#Starshipper	NOM	#Starshipper
veut	VER:pres	vouloir
accélérer	VER:infi	accélérer
avec	PRP	avec
les	DET:ART	le
"cars	NOM	"cars
Macron"	NAM	Macron"
,	PUN	,
v.	ABR	v.
https://t.co/d76iwqZPMN	NOM	https://t.co/d76iwqZPMN
Petite	NOM	petit
précision	NOM	précision
,	PUN	,
dans	PRP	dans
le	DET:ART	le
bus	NOM	bus
cnest	NOM	cnest
pas	ADV	pas
moi	PRO:PER	moi
qui	PRO:REL	qui
puait	VER:impf	puer
hein	INT	hein
c'	PRO:DEM	ce
était	VER:impf	être
le	DET:ART	le
mec	NOM	mec
La	DET:ART	le
SNCF	ABR	SNCF
qui	PRO:REL	qui
fait	VER:pres	faire
grève	NOM	grève
contre	PRP	contre
la	DET:ART	le
loi	NOM	loi
travail	NOM	travail
mais	KON	mais
nous	PRO:PER	nous
,	PUN	,
peut-on	VER:simp	peut-on
faire	VER:infi	faire
grève	NOM	grève
contre	PRP	contre
leurs	DET:POS	leur
prix	NOM	prix
exorbitants	ADJ	exorbitant
et	KON	et
les	DET:ART	le
lacunes	NOM	lacune
de	PRP	de
services?	NOM	services?
@Sunrise_fr	ADJ	@Sunrise_fr
bonjour	NOM	bonjour
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
parviens	VER:pres	parvenir
pas	ADV	pas
à	PRP	à
commander	VER:infi	commander
des	PRP:det	du
billets	NOM	billet
de	PRP	de
bus	NOM	bus
tpg	NOM	tpg
par	PRP	par
sms	NOM	sms
msg	NOM	msg
sms	NOM	sms
:	PUN	:
'vsavez	VER:pres	'vsavez
bloqué	VER:pper	bloquer
les	DET:ART	le
SMS	NOM	SMS
Premium'	NOM	Premium'
comment	ADV	comment
faire?	NOM	faire?
J'	ADJ	J'
ai	VER:pres	avoir
raté	VER:pper	rater
mon	DET:POS	mon
premier	NUM	premier
vol	NOM	vol
,	PUN	,
le	DET:ART	le
deuxième	NOM	deuxième
avait	VER:impf	avoir
2h	NOM	2h
de	PRP	de
retard	NOM	retard
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
perdu	VER:pper	perdre
mon	DET:POS	mon
passeport	NOM	passeport
,	PUN	,
je	PRO:PER	je
me	PRO:PER	me
suis	VER:pres	suivre|être
faite	VER:pper	faire
balayer	VER:infi	balayer|balayer
par	PRP	par
les	DET:ART	le
portes	NOM	porte
du	PRP:det	du
métro	NOM	métro
Je	PRO:PER	je
me	PRO:PER	me
rappelle	VER:pres	rappeler
j'	PRO:PER	je
ai	VER:pres	avoir
couru	VER:pper	courir
pour	PRP	pour
attraper	VER:infi	attraper
un	DET:ART	un
bus	NOM	bus
et	KON	et
elle	PRO:PER	elle
me	PRO:PER	me
fait	VER:pres	faire
"	PUN:cit	"
ah	INT	ah
c'	PRO:DEM	ce
est	VER:pres	être
juste	ADJ	juste
tout	PRO:IND	tout
ça"	NOM	ça"
et	KON	et
j'	PRO:PER	je
ai	VER:pres	avoir
dit	VER:pper	dire
"c'	NOM	"c'
est	VER:pres	être
de	PRP	de
la	DET:ART	le
faute	NOM	faute
au	PRP:det	au
feu"	NOM	feu"
Mdr	NAM	Mdr
moi	PRO:PER	moi
c'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
inverse	NOM	inverse
,	PUN	,
qd	VER:simp	qd
le	DET:ART	le
bus	NOM	bus
est	VER:pres	être
bondé	VER:pper	bonder
et	KON	et
qu'	KON	que
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
pls	NOM	pls
qu'	KON	que
1	NUM	@card@
place	NOM	place
à	PRP	à
côté	NOM	côté
dmoi	NOM	dmoi
les	DET:ART	le
gs	NOM	gs
restent	VER:pres	rester
debout	ADV	debout
ma	DET:POS	mon
tête	NOM	tête
…	PUN	…
https://t.co/41prpw5nys	NOM	https://t.co/41prpw5nys
Jeudi	NAM	Jeudi
matin	NOM	matin
je	PRO:PER	je
dois	VER:pres	devoir
prendre	VER:infi	prendre
le	DET:ART	le
bus	NOM	bus
pour	PRP	pour
aller	VER:infi	aller
de	PRP	de
Lux	NAM	Lux
gare	NOM	gare
à	PRP	à
l'	DET:ART	le
aréoport	NOM	aréoport
,	PUN	,
je	PRO:PER	je
sais	VER:pres	savoir
même	ADV	même
pas	ADV	pas
quel	PRO:REL	quel
bus	NOM	bus
prendre.	ABR	prendre.
Tout	NAM	Tout
va	VER:pres	aller
bien.	ABR	bien.
Dans	VER:futu	Dans
le	DET:ART	le
métro	NOM	métro
c'	PRO:DEM	ce
était	VER:impf	être
ARCHI	NAM	ARCHI
DROLE	NAM	DROLE
MDRRRRR	NAM	MDRRRRR
Petit	NAM	Petit
pincement	NOM	pincement
au	PRP:det	au
cœur	NOM	cœur
en	PRP	en
passant	VER:ppre	passer
par	PRP	par
la	DET:ART	le
station	NOM	station
de	PRP	de
métro	NOM	métro
#Maelbeek	ADJ	#Maelbeek
où	PRO:REL	où
plus	ADV	plus
rien	ADV	rien
n'	ADV	ne
est	VER:pres	être
désormais	ADV	désormais
camouflé	VER:pper	camoufler
❤️🇧🇪🙏🏻	VER:pper	❤️🇧🇪🙏🏻
Elle	NAM	Elle
rouvre	VER:pres	rouvrir
demain	ADV	demain
!	SENT	!
Entre	PRP	entre
la	DET:ART	le
4ème	NUM	4ème
et	KON	et
la	DET:ART	le
2nde	NUM	2nd
j'	PRO:PER	je
me	PRO:PER	me
ss	VER:subi	ss
fait	NOM	fait
qué-bra	VER:simp	qué-bra
genre	NOM	genre
8	NUM	@card@
fois	NOM	foi|fois
,	PUN	,
carte	NOM	carte
de	PRP	de
bus	NOM	bus
,	PUN	,
désinfectant	VER:ppre	désinfecter
pr	NOM	pr
les	DET:ART	le
mains	NOM	main
,	PUN	,
50	NUM	@card@
centimes..	NOM	centimes..
mais	KON	mais
mon	DET:POS	mon
téléphone	NOM	téléphone
jamais	ADV	jamais
pour	PRP	pour
moi	PRO:PER	moi
qui	PRO:REL	qui
dit	VER:pres	dire
fin	NOM	fin
de	PRP	de
l'	DET:ART	le
euro	NAM	euro
dit	VER:pres	dire
fin	NOM	fin
de	PRP	de
perturbation	NOM	perturbation
des	PRP:det	du
lignes	NOM	ligne
ratp	NOM	ratp
et	KON	et
ça	PRO:DEM	cela
c'	PRO:DEM	ce
est	VER:pres	être
une	DET:ART	un
excellente	ADJ	excellent
nouvelle!	NOM	nouvelle!
@Je	ADJ	@Je
veux	VER:pres	vouloir
gagner	VER:infi	gagner
1	NUM	@card@
ballon	NOM	ballon
officiel	ADJ	officiel
UEFA	NAM	UEFA
EURO	NAM	euro
2016™	NOM	2016™
avec	PRP	avec
@SNCF	NOM	@SNCF
,	PUN	,
je	PRO:PER	je
réponds	VER:pres	répondre
#FRA.	VER:pper	#FRA.
À	PRP	à
vous	PRO:PER	vous
de	PRP	de
jouer	VER:infi	jouer
!	SENT	!
#DestinationEuro	NOM	#DestinationEuro
https://t.co/13CWRzIRJB	NOM	https://t.co/13CWRzIRJB
Il	NAM	Il
y	PRO:PER	y
a	VER:pres	avoir
des	PRP:det	du
gazas	VER:simp	gazer
dans	PRP	dans
le	DET:ART	le
mozaik	NOM	mozaik
des	PRP:det	du
fois	NOM	foi|fois
tu	PRO:PER	tu
as	VER:pres	avoir
l'	DET:ART	le
impression	NOM	impression
que	KON	que
les	DET:ART	le
bus	NOM	bus
sont	VER:pres	être
à	PRP	à
elles.	ABR	elles.
Elles	NAM	Elles
font	VER:pres	faire
vraiment	ADV	vraiment
n'	ADV	ne
importe	VER:pres	importer
quoi	PRO	quoi
😭	ADJ	😭
RT	NOM	RT
@Julien_KTS	ADJ	@Julien_KTS
:	PUN	:
5,20	NUM	@card@
EUROS	NOM	euro
LE	NAM	LE
CLUB	NAM	CLUB
JAMBON	NAM	JAMBON
EMMENTAL	NAM	EMMENTAL
?	SENT	?
Non	ADV	non
mais	KON	mais
la	DET:ART	le
SNCF	ABR	SNCF
vous	PRO:PER	vous
voulez	VER:pres	vouloir
pas	ADV	pas
que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
file	VER:pres	filer
mon	DET:POS	mon
compte	NOM	compte
en	PRP	en
banque	NOM	banque
aussi?!	NOM	aussi?!
@Call_me_F	ADJ	@Call_me_F
@FeronF	ADJ	@FeronF
@SNCF	NOM	@SNCF
pas	ADV	pas
qu'	KON	que
eux	PRO:PER	eux
,	PUN	,
les	DET:ART	le
centres	NOM	centre
de	PRP	de
traitement	NOM	traitement
des	PRP:det	du
déchets	NOM	déchet
c'	PRO:DEM	ce
est	VER:pres	être
le	DET:ART	le
pire.	ABR	pire.
Paris	NAM	Paris
pleins	ADJ	plein
d'	PRP	de
ordures	NOM	ordure
avec	PRP	avec
tous	PRO:IND	tout
les	DET:ART	le
étrangers...	ABR	étrangers...
Dans	VER:futu	Dans
le	DET:ART	le
bus	NOM	bus
y'	ADJ	y'
a	VER:pres	avoir
un	DET:ART	un
gars	NOM	gars
il	PRO:PER	il
a	VER:pres	avoir
une	DET:ART	un
tête	NOM	tête
de	PRP	de
tueur	NOM	tueur
en	PRP	en
série	NOM	série
comment	ADV	comment
il	PRO:PER	il
regarde	VER:pres	regarder
les	DET:ART	le
gens	NOM	gens
mdrrrrr	ADJ	mdrrrrr
c'	PRO:DEM	ce
est	VER:pres	être
flippant	ADJ	flippant
ptdrrrr	NOM	ptdrrrr
je	PRO:PER	je
suis	VER:pres	suivre|être
trop	ADV	trop
bête	ADJ	bête
,	PUN	,
je	PRO:PER	je
dis	VER:pres	dire
à	PRP	à
ma	DET:POS	mon
mere	NOM	mere
comme	KON	comme
quoi	PRO:REL	quoi
j'	PRO:PER	je
ai	VER:pres	avoir
loupé	VER:pper	louper
le	DET:ART	le
bus	NOM	bus
et	KON	et
tous	PRO:IND	tout
et	KON	et
juste	ADJ	juste
après	KON	après
je	PRO:PER	je
lui	PRO:PER	lui
demande	VER:pres	demander
comment	ADV	comment
il	PRO:PER	il
fait	VER:pres	faire
dehors	PRP	dehors
mdrrrr	NOM	mdrrrr
J'	ADJ	J'
vien	VER:simp	vien
dvoir	VER:infi	dvoir
une	DET:ART	un
video	NOM	video
ou	KON	ou
genre	NOM	genre
il	PRO:PER	il
a	VER:pres	avoir
dis	VER:pres	dire
qu'	KON	que
il	PRO:PER	il
avais	VER:impf	avoir
vues	VER:pper	voir
dans	PRP	dans
un	DET:ART	un
bus	NOM	bus
un	DET:ART	un
panneau	NOM	panneau
publicitaire	ADJ	publicitaire
ou	KON	ou
yavais	VER:impf	yavais
un	DET:ART	un
site	NOM	site
pour	PRP	pour
tromper	VER:infi	tromper
sa/son	NOM	sa/son
conjoint	ADJ	conjoint
est	VER:pres	être
ce	PRO:DEM	ce
ke	NOM	ke
dans	PRP	dans
le	DET:ART	le
métro	ADJ	métro
ya	NOM	ya
eu	VER:pper	avoir
une	DET:ART	un
coupure	NOM	coupure
de	PRP	de
lumière	NOM	lumière
g	VER:subi	g
flipper	VER:infi	flipper
sa	DET:POS	son
mer	NOM	mer
jregarder	VER:futu	jregarder
tt	VER:pper	tt
lmonde	NOM	lmonde
en	PRP	en
panik	NOM	panik
J'	ADJ	J'
ai	VER:pres	avoir
envie	NOM	envie
de	PRP	de
dire	VER:infi	dire
putain	ADJ	putain
de	PRP	de
distance	NOM	distance
mais	KON	mais
là	ADV	là
sa	DET:POS	son
serait	VER:cond	être
plus	ADV	plus
putain	ADJ	putain
les	DET:ART	le
tarifs	NOM	tarif
SNCF	ABR	SNCF
,	PUN	,
1	NUM	@card@
aller-retour	NOM	aller-retour
et	KON	et
hop	INT	hop
ta	DET:POS	ton
plus	ADV	plus
une	DET:ART	un
tune.	ADJ	tune.
@SNCF	NOM	@SNCF
la	DET:ART	le
machine	NOM	machine
du	PRP:det	du
métro	NOM	métro
elle	PRO:PER	elle
nous	PRO:PER	nous
à	PRP	à
voler	VER:infi	voler
un	DET:ART	un
Fanta	NAM	Fanta
je	PRO:PER	je
tapr	VER:simp	tapr
un	DET:ART	un
twix	ADJ	twix
tom	NOM	tom
J'	ADJ	J'
suis	VER:pres	suivre|être
assise	VER:pper	asseoir
a	VER:pres	avoir
coté	VER:pper	coter
d'	PRP	de
une	DET:ART	un
folle	NOM	folle|fou
qui	PRO:REL	qui
beugle	VER:pres	beugler
au	PRP:det	au
téléphone	NOM	téléphone
dans	PRP	dans
le	DET:ART	le
bus	NOM	bus
on	PRO:PER	on
dirait	VER:cond	dire
ma	DET:POS	mon
mère	NOM	mère
J'	NAM	J'
adore	VER:pres	adorer
quand	KON	quand
mon	DET:POS	mon
taxi	NOM	taxi
passe	VER:pres	passer
ps	VER:pper	ps
les	DET:ART	le
voie	NOM	voie
de	PRP	de
bus	NOM	bus
,	PUN	,
je	PRO:PER	je
passe	VER:pres	passer
devant	PRP	devant
tout	PRO:IND	tout
le	DET:ART	le
monde	NOM	monde
je	PRO:PER	je
fait	VER:pres	faire
un	DET:ART	un
peu	ADV	peu
la	DET:ART	le
meuf.	NOM	meuf.
https://t.co/rGrNmutosI	ADJ	https://t.co/rGrNmutosI
Ça	VER:simp	Ça
sens	NOM	sen|sens
le	DET:ART	le
mcdo	NOM	mcdo
dans	PRP	dans
le	DET:ART	le
rer	NOM	rer
jvai	VER:simp	jvai
niker	NOM	niker
des	PRP:det	du
mères	NOM	mère
J'	ADJ	J'
ai	VER:pres	avoir
mis	VER:pper	mettre
4	NUM	@card@
épaisseurs	NOM	épaisseur
de	PRP	de
vêtements	NOM	vêtement
parce	KON	parce
que	PRO:REL	que
j'	PRO:PER	je
avais	VER:impf	avoir
pas	ADV	pas
envie	NOM	envie
d'	PRP	de
avoir	VER:infi	avoir
froid	ADJ	froid
au	PRP:det	au
ciné	NOM	ciné
➡️	ADJ	➡️
je	PRO:PER	je
meurs	VER:pres	mourir
de	PRP	de
chaud	ADJ	chaud
en	PRP	en
attendant	VER:ppre	attendre
le	DET:ART	le
RER.	ABR	RER.
@VirginTonicOff	VER:futu	@VirginTonicOff
fini	VER:pper	finir
le	DET:ART	le
bus	NOM	bus
et	KON	et
bjr	VER:infi	bjr
les	DET:ART	le
trajet	NOM	trajet
en	PRP	en
solitaire.	ABR	solitaire.
Aider	NAM	Aider
moi	PRO:PER	moi
à	PRP	à
réaliser	VER:infi	réaliser
se	PRO:PER	se
beau	ADJ	beau
rêve	NOM	rêve
!🙆🙆!	ADJ	!🙆🙆!
…	PUN	…
https://t.co/3esenedkel	NOM	https://t.co/3esenedkel
Sa	NAM	Sa
pue	VER:pres	puer
la	DET:ART	le
merde	NOM	merde
dans	PRP	dans
le	DET:ART	le
bus	VER:pper	boire
c'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
truck	NOM	truck
de	PRP	de
fou	ADJ	fou
#RERB	NOM	#RERB
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
vraiment	ADV	vraiment
des	PRP:det	du
idiots	NOM	idiot
dans	PRP	dans
le	PRO:PER	le
rer	VER:infi	rer
b,	NOM	b,
ils	PRO:PER	il
œuvre	VER:pres	œuvrer
la	DET:ART	le
fenêtre	NOM	fenêtre
dans	PRP	dans
les	DET:ART	le
rames	NOM	rame
climatisé	VER:pper	climatiser
@ConnectGares	ADJ	@ConnectGares
Bonsoir	NOM	bonsoir
je	PRO:PER	je
voulais	VER:impf	vouloir
savoir	VER:infi	savoir
si	KON	si
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
un	DET:ART	un
programme	NOM	programme
pour	PRP	pour
les	DET:ART	le
@JEP	NOM	@JEP
2016	NUM	@card@
dans	PRP	dans
les	DET:ART	le
gares	NOM	gare
parisienne	ADJ	parisien
😉	ADJ	😉
CC	NAM	CC
@SNCF	VER:futu	@SNCF
[ASCII012CTRLC]🚋🚃🚃🚃🚃🚃	ADJ	[ASCII012CTRLC]🚋🚃🚃🚃🚃🚃
@SNCF	NOM	@SNCF
Bah	NAM	Bah
c'	PRO:DEM	ce
est	VER:pres	être
marrant	ADJ	marrant
car	KON	car
y'	ADJ	y'
a	VER:pres	avoir
pas	ADV	pas
mal	ADV	mal
de	PRP	de
supporters	NOM	supporter
qui	PRO:REL	qui
peuvent	VER:pres	pouvoir
pas	ADV	pas
aller	VER:infi	aller
aux	PRP:det	au
matchs	NOM	match
à	PRP	à
causes	NOM	cause
de	PRP	de
vos	DET:POS	votre
putains	NOM	putain
de	PRP	de
trains	NOM	train
@LIGNEL_sncf	NOM	@LIGNEL_sncf
ligneL	ADJ	ligneL
ligne	VER:pres	ligner
la	DET:ART	le
plus	ADV	plus
pourrie	VER:pper	pourrir
de	PRP	de
tout	PRO:IND	tout
le	DET:ART	le
réseau.	ABR	réseau.
Preuve	NAM	Preuve
en	PRO:PER	en
est	VER:pres	être
,	PUN	,
les	DET:ART	le
gens	NOM	gens
préfèrent	VER:pres	préférer
rentrer	VER:infi	rentrer
